Year,Term,Subject,Number,Course Title,Sched Type,Primary Instructor,GPA
2015,Spring,CEE,422,Construction Cost Analysis,LCD,"El-Gohary, Nora",3.3479999999999994
2011,Spring,ACCY,405,Assurance and Attestation,LCD,"Pike, Joel E",3.3691891891891896
2019,Fall,UP,330,The Modern American City,LEC,"Doussard, Marc J",3.2568571428571427
2011,Fall,CLCV,115,Mythology of Greece and Rome,DIS,"Lester, Samantha",3.6
2015,Fall,CHEM,103,General Chemistry Lab I,LAB,"Tian, Shiliang",3.8191525423728816
2018,Fall,PHIL,102,Logic and Reasoning,DIS,"Frank, Devin",3.27
2016,Spring,MCB,101,Intro Microbiology Laboratory,LAB,"Chapman, Kenneth",3.3343478260869563
2019,Fall,CEE,450,Surface Hydrology,LCD,"Kumar, Praveen",3.5593548387096776
2021,Fall,LA,342,Site Engineering,LBD,"Franks, Carmen A",2.2330434782608695
2020,Winter,MBA,552,Fostering Creative Thinking,ONL,"Loewenstein, Jeffrey",3.78041237113402
2013,Spring,FSHN,349,Food Service Sanitation,LCD,"Reutter, Elizabeth F",3.4417857142857144
2014,Spring,PS,351,Gov & Pol Post-Soviet States,LCD,"Leff, Carol S",3.5154545454545456
2011,Fall,MATH,220,Calculus,LCD,"Polanco Encarna, Geremias",2.5950980392156864
2020,Summer,STAT,420,Methods of Applied Statistics,ONL,"Unger, David",3.7739999999999996
2014,Spring,SHS,200,General Phonetics,LEC,"Grindrod, Christopher M",2.983245614035088
2017,Fall,EPSY,587,Hierarchical Linear Models,,"Anderson, Carolyn J",3.774193548387097
2019,Fall,BADM,540,Frontiers in Technology,LCD,"Kurtz, Jeffrey M",3.980769230769231
2016,Spring,MCB,101,Intro Microbiology Laboratory,LAB,"Chapman, Kenneth",3.3504761904761904
2018,Spring,UP,430,Urban Transportation Planning,,"Braun, Lindsay",3.759655172413793
2011,Summer,MSE,280,Engineering Materials,LCD,"Aboukhatwa, Mohamed",2.8628571428571425
2021,Fall,BADM,582,Multinational Management,LCD,"Feng, Yilang",3.935483870967742
2011,Fall,PHYS,485,Atomic Phys & Quantum Theory,LEC,"Wiss, James E",2.8332142857142855
2013,Summer,NRES,472,Environmental Psychology,ONL,"Vining, Joanne",3.142857142857143
2011,Summer,GE,410,Component Design,LCD,"Allison, James",3.3864
2011,Fall,MCB,244,Human Anatomy & Physiology I,LEC,"Brown, Chester M",3.071550279329608
2015,Fall,MATH,444,Elementary Real Analysis,LCD,"Hinkkanen, Aimo H",3.08
2020,Spring,MCB,247,Human Anat & Physiol Lab II,LAB,"Bielser, Deborah A",3.1476000000000006
2010,Spring,GLBL,296,GLBL Issues of Oil Dependence,LCD,"Frohardt-Lane, Sarah K",3.682857142857143
2016,Spring,CLCV,115,Mythology of Greece and Rome,DIS,"Foulk, John M",3.58
2018,Spring,FSHN,427,Biochemical Nutrition II,,"Chen, Hong",3.0567532467532468
2014,Spring,EOL,571,Foundation of Higher Edu,LCD,"Baber, Lorenzo D",3.933666666666667
2011,Spring,SCAN,251,Viking Mythology,LCD,"Malekin, Bjorn",2.742150537634408
2020,Fall,SOCW,589,Social Work and the Law,ONL,"Beidelschies, Jon E",3.8403703703703704
2021,Spring,PSYC,248,Learning and Memory,OLC,"Shipstead, Zachary M",3.8877551020408165
2014,Spring,CHBE,431,Process Design,LEC,"Vogel, Troy",2.9553333333333334
2019,Spring,SOCW,300,Diversity: Identities & Issues,LCD,"Carter-Black, Janet D",3.366833333333333
2018,Spring,ACCY,517,Financial Statement Analysis,,"Ibrahim, Adel Nematallah",3.6268000000000002
2018,Spring,ACCY,202,Accounting and Accountancy II,,"Arends, Alyssa M",2.976896551724138
2015,Fall,KIN,104,Ice Skating,LAB,"Clarke, Caitlin L",3.8392857142857144
2017,Fall,MATH,221,Calculus I,,"Murphy, Robert F",2.9059722222222226
2021,Spring,PSYC,238,Psychopathol & Probs in Living,OLC,"Griffith, Julianne M",2.7085
2018,Fall,MUS,418,Music of the Lusophone World,LCD,"Silvers, Michael B",3.894090909090909
2011,Fall,SPAN,254,Intro to Cultural Analysis,DIS,"Lopez Gonzalez, Mario",3.524285714285714
2021,Fall,BUS,201,Business Dynamics,LCD,"Dahl, James G",3.6672000000000002
2013,Spring,ECE,340,Semiconductor Electronics,DIS,"Wasserman, Daniel M",2.7155882352941174
2014,Fall,FSHN,595,Graduate Food Chemistry,LCD,"Engeseth, Nicki J",3.9103846153846153
2011,Spring,SOC,100,Introduction to Sociology,DIS,"Brown-Davis, Nicole M",3.333703703703704
2015,Fall,FIN,221,Corporate Finance,DIS,"Ersahin, Nuri",2.9563157894736842
2017,Fall,PHYS,213,Univ Physics: Thermal Physics,,"Kwiat, Paul G",2.7172401433691755
2015,Spring,CEE,421,Construction Planning,LCD,"El-Rayes, Khaled A",3.5091463414634148
2014,Fall,STAT,420,Methods of Applied Statistics,LCD,"Culpepper, Steven A",3.3253488372093027
2019,Fall,CS,411,Database Systems,LCD,"Alawini, Abdussalam A",3.761340206185568
2018,Summer,CHEM,232,Elementary Organic Chemistry I,ONL,"Kell, David A",2.48390243902439
2021,Fall,ACCY,451,Advanced Income Tax Problems,LCD,"Davis, Jon S",3.206666666666667
2018,Fall,KIN,140,Social Sci of Human Movement,LEC,"Pindus, Dominika M",2.255714285714286
2011,Fall,ECON,103,Macroeconomic Principles,Q,"Mashhadi Faraha, Arash",2.6768571428571426
2013,Fall,ENG,360,Lect in Engrg Entrepreneurship,LCD,"Magelli, Paul J",3.523372093023255
2011,Spring,ECON,102,Microeconomic Principles,Q,"Mele, Angelo",2.7083333333333335
2018,Spring,LA,314,History of World Landscapes,,"Kraszewska, Katherine T",3.5888235294117647
2013,Spring,MATH,461,Probability Theory,LCD,"Cellarosi, Francesco",3.1146874999999996
2014,Spring,CHLH,410,Public Health Practice,LCD,"Kaplan, Justine",3.8201999999999994
2021,Spring,GEOL,107,Physical Geology,OD,"Long, Ann D",3.1728000000000005
2021,Fall,TSM,103,Agric Machinery Technology,ONL,"Kuhns, Brendan M",2.2142857142857144
2018,Fall,GS,101,Exploring General Studies,LCD,"Jamal, Malcolm A",3.634390243902439
2011,Fall,MATH,461,Probability Theory,LCD,"Li, Xiaochun",3.602258064516129
2014,Spring,ECE,456,Global Nav Satellite Systems,LEC,"Makela, Jonathan J",3.4025
2020,Spring,ACCY,312,Principles of Taxation,LCD,"Hutchens, Michelle L",3.2075
2014,Spring,HIST,337,Middle East in 20th Century,LCD,"Cuno, Kenneth M",3.1229629629629634
2017,Fall,CEE,330,Environmental Engineering,,"Nguyen, Thanh H",3.463448275862069
2018,Spring,BADM,590,Product Design & Development,,"Sethi, Simrun S",3.668139534883721
2010,Fall,ECE,402,Electronic Music Synthesis,DIS,"Haken, Lippold",3.4071875
2011,Spring,BADM,445,Small Business Consulting,LCD,"Kurtz, Jeffrey M",3.8076923076923075
2014,Spring,GEOL,107,Physical Geology,LBD,"Long, Ann D",3.2436363636363637
2018,Fall,AAS,100,Intro Asian American Studies,DIS,"Lee, Sang S",3.3825
2016,Fall,CMN,321,Strategies of Persuasion,,"Murphy, John M",2.23474358974359
2019,Spring,SHS,200,General Phonetics,LEC,"Lydon, Elizabeth A",3.458375
2018,Spring,ANSC,207,Companion Animal Biology &Care,,"Lewis, Justin D",3.8389655172413795
2012,Fall,MATH,286,Intro to Differential Eq Plus,LCD,"Udrea, Bogdan T",3.4952941176470587
2013,Spring,CPSC,352,Plant Genetics,LEC,"Diers, Brian W",2.8636363636363638
2019,Fall,CHLH,260,Introduction to Medical Ethics,LEC,"Mamaril, Cezar Brian C",3.562626262626262
2019,Spring,NUTR,511,Regulation of Metabolism,LEC,"Nakamura, Manabu T",3.5304545454545457
2020,Spring,ECON,303,Inter Macroeconomic Theory,DIS,"Khan, Asad R",3.043548387096774
2016,Fall,ECON,102,Microeconomic Principles,,"Huang, Yi",3.5135135135135136
2011,Fall,PSYC,100,Intro Psych,LCD,"Phalon, Caitlin N",3.1626666666666665
2021,Fall,ACCY,505,Federal Taxation,LCD,"Hutchens, Matthew",3.491315789473685
2011,Spring,CMN,115,Interviewing,LCD,"LaVoie, Nicole",3.3204000000000002
2010,Fall,ECE,210,Analog Signal Processing,LEC,"Allen, Jont",2.984545454545455
2013,Spring,JOUR,411,Law and Communications,LCD,"Helle, Steven J",2.6666666666666665
2018,Fall,CMN,340,Visual Politics,LCD,"DeVinney, Daniel J",3.540689655172414
2021,Spring,LING,406,Intro to Computational Ling,OLC,"Girju, Corina R",3.68
2015,Spring,BADM,590,Intnatl Consulting Proj: China,LCD,"Watkins, Ronald S",3.914571428571428
2021,Spring,IS,530,Collection Development,ONL,"Holba Puacz, Jeanne T",3.857142857142857
2015,Fall,PSYC,100,Intro Psych,LCD,"Travis, Lisa L",3.219545454545455
2018,Spring,IB,202,Physiology,,"Hauber, Mark E",3.7372440944881893
2019,Spring,GER,261,The Holocaust in Context,LCD,"Hunt, Anna E",3.7748000000000004
2017,Fall,VM,620,Canine Feline Behavior,,"Ballantyne, Kelly C",3.45
2014,Spring,MATH,461,Probability Theory,LCD,"Cellarosi, Francesco",3.0521874999999996
2015,Spring,ECON,302,Inter Microeconomic Theory,DIS,"Xu, Jianfeng",3.901764705882353
2021,Fall,THEA,101,Introduction to Theatre Arts,ONL,"Miller, Thomas J",3.5893333333333337
2015,Fall,GS,101,Exploring General Studies,LCD,"Powers, Kimberly",3.53051282051282
2015,Spring,CMN,211,Business Communication,LCD,"Ditewig-Morris, Kathleen",2.8204166666666666
2016,Spring,CEE,440,Fate Cleanup Environ Pollutant,LEC,"Nguyen, Thanh H",3.500833333333333
2011,Summer,ADV,300,Introduction to Advertising,LCD,"Hall, Steven R",3.8461538461538463
2013,Spring,ECON,480,Industrial Comp and Monopoly,LCD,"Toossi Ardakani, Ali",3.251632653061224
2013,Spring,IE,411,Optimization of Large Systems,LCD,"Nedich, Angelia",3.7159259259259265
2016,Fall,TSM,422,Ag Health-Illnesses Prevention,,"Petrea, Robert E",3.3651219512195123
2017,Fall,SCAN,251,Viking Mythology,,"Frohlich, Johannes",3.789333333333333
2010,Summer,CS,373,Theory of Computation,LEC,"Kumar, Viraj",2.8155555555555556
2015,Fall,CS,100,Freshman Orientation,LEC,"Pitt, Leonard B",3.742717391304348
2017,Spring,MSE,474,Biomaterials and Nanomedicine,,"Cheng, Jianjun",3.5945454545454543
2016,Spring,CHEM,530,Structure and Spectroscopy,LEC,"Fleming, Ian",3.4859999999999998
2014,Spring,CMN,232,Intro to Intercultural Comm,LCD,"Koven, Michele E",3.626666666666667
2021,Spring,CS,598,Advanced Bayesian Modeling,ONL,"Park, Trevor H",3.315
2015,Spring,ENGL,121,Comics and Graphic Narratives,LCD,"Wong, Jessica",3.4514705882352943
2019,Spring,TSM,100,Technical Systems in Agr,LEC,"Raveendran Nair, Gopu",2.3337499999999998
2015,Spring,ECON,528,Microeconomics for Business,LCD,"Esfahani, Hadi S",3.631071428571428
2012,Fall,CHLH,100,Contemporary Health,DIS,"Grissom, Evanielis U",3.5397872340425534
2015,Spring,CMN,421,Persuasion Theory & Research,LCD,"Bigsby, Elisabeth",2.961470588235294
2011,Summer,CS,421,Progrmg Languages & Compilers,LCD,"Gunter, Elsa",3.131538461538462
2020,Spring,DANC,100,Intro to Contemporary Dance,ONL,"Clay, Jaylen D",3.962045454545455
2013,Spring,LAW,792,Collective Bargaining in Sport,LCD,"Leroy, Michael H",3.411
2013,Fall,ECON,490,Economics of Information,LCD,"Williams, Steven R",3.0304545454545457
2011,Summer,CS,242,Programming Studio,LEC,"Woodley, Michael J",3.5762711864406787
2018,Spring,ARCH,232,Structural Fundamentals,,"Deutsch, Randall",3.339622641509434
2014,Summer,ANTH,103,Anthro in a Changing World,ONL,"Finley, Amaziah Z",2.8818367346938776
2017,Spring,MACS,100,Intro to Popular TV & Movies,,"Kozma, Alicia",3.6136
2018,Fall,ANSC,370,Companion Animal Policy,ONL,"Fischer-Brown, Amy E",3.097384615384615
2019,Fall,EDUC,202,Social Justice Sch & Society,DIS,"Gutierrez, Rochelle",3.848181818181818
2021,Fall,CI,430,Teaching Children Mathematics,LCD,"Poetzel, Adam R",3.2857142857142856
2011,Spring,RHET,105,Principles of Composition,LCD,"Odom, Michael J",3.1672727272727275
2018,Fall,SOCW,403,Practice III,LEC,"Tabb, Karen M",3.8645454545454543
2014,Fall,CHEM,103,General Chemistry Lab I,LAB,"Steffensen, Elaine M",3.7301724137931034
2010,Spring,CHLH,206,Human Sexuality,LCD,"Foster, Markisha J",2.9861864406779657
2010,Spring,EPS,202,Foundations of Education-ACP,DIS,"Rivers, Ishwanzya",3.8181818181818183
2010,Fall,IB,150,Organismal & Evolutionary Biol,DIS,"Hickox, Tracey E",3.826190476190476
2016,Spring,ABE,436,Renewable Energy Systems,LEC,"Wang, Xinlei",3.303111111111111
2021,Fall,ECON,471,Intro to Applied Econometrics,LCD,"Bhardwaj, Sakshi",3.5814285714285714
2014,Spring,CEE,421,Construction Planning,LCD,"El-Rayes, Khaled A",3.5768181818181826
2018,Summer,PSYC,100,Intro Psych,ONL,"Shenouda, Christine K",3.19
2012,Fall,MCB,245,Human Anat & Physiol Lab I,LAB,"Swigart, James P",3.115
2019,Spring,MATH,442,Intro Partial Diff Equations,LCD,"Dyachenko, Sergey A",2.64625
2020,Summer,MBA,546,Global Business Horizons,ONL,"Viswanathan, Madhubalan",3.9208353808353813
2013,Spring,ACE,440,Finan Plan for Professionals,LCD,"Allen, Sharon C",2.5446666666666666
2013,Spring,EPSY,220,Career Theory and Practice,LCD,"Reed, Tamilia D",3.4791304347826086
2015,Summer,ACCY,200,Fundamentals of Accounting,ONL,"Silhan, Peter A",3.304492753623188
2011,Spring,GEOG,101,Geog of Developing Countries,LBD,"Hammerstein, Katya N",3.218461538461539
2021,Summer,PS,201,US Racial & Ethnic Politics,ONL,"Steur, James R",2.3025
2020,Spring,MCB,101,Intro Microbiology Laboratory,LAB,"Alt, Renee L",2.8320833333333333
2011,Fall,CHEM,103,General Chemistry Lab I,LAB,"Tse, Chun Ming Edmun",3.37031746031746
2011,Spring,PSYC,429,Human-Computer Interaction Lab,LEC,"Fu, Wai-Tat",2.900333333333333
2010,Spring,LING,225,Elements of Psycholinguistics,LEC,"Baek, Soondo",3.3870666666666667
2015,Fall,ME,170,Computer-Aided Design,LEC,"Philpott, Michael L",3.7333009708737857
2011,Fall,FIN,501,Financial Economics,LCD,"Miller, Nolan H",3.47390625
2016,Summer,ECON,529,Macroeconomics for Business,LCD,"Esfahani, Hadi S",3.6598
2015,Spring,CMN,277,Intro to Mediated Comm,LEC,"Riles, Julius M",2.807846153846154
2019,Fall,LA,250,Environmental Site Analysis,LEC,"Champagne, Alexandre H",3.2180769230769233
2020,Spring,SOCW,300,Diversity: Identities & Issues,LCD,"Carter-Black, Janet D",3.655333333333333
2011,Fall,CMN,101,Public Speaking,LCD,"Ogilvie, Sylvia R",3.0974999999999997
2013,Fall,BADM,311,Individual Behavior in Orgs,LCD,"Lew, Joon Yeol",3.852692307692308
2015,Spring,SHS,513,Normal & Disordered Swallowing,LCD,"Johnson, Aaron",3.9468
2010,Spring,GEOG,466,Environmental Policy,LCD,"Chhatre, Ashwini",3.5399999999999996
2016,Spring,HDFS,305,Middle Childhood,LCD,"Heinhorst, Jennifer S",3.6733999999999996
2021,Summer,MUS,132,History of Rock,ONL,"Eagen, Megan K",3.433444444444445
2021,Spring,CHLH,206,Human Sexuality,ONL,"Rinaldi-Miles, Anna I",3.6557766990291256
2021,Spring,CMN,345,Visual Media Effects,ONL,"Bigsby, Elisabeth",3.578529411764706
2021,Fall,ACCY,201,Accounting and Accountancy I,OLC,"Fisher, Mitchell B",3.4813888888888886
2021,Spring,STAT,426,Sampling and Categorical Data,ONL,"Douglas, Jeffrey A",3.4097916666666666
2018,Fall,EDUC,201,Identity and Difference in Edu,DIS,"Turner, Francena F",3.793103448275862
2020,Spring,ECON,480,Industrial Comp and Monopoly,LCD,"Toossi, Ali",2.9805882352941175
2013,Fall,LAS,101,Freshman Seminar,DIS,"Hoffman, Ruth A",3.4308333333333336
2019,Fall,ACES,101,Contemporary Issues in ACES,DIS,"Castle, Christopher L",3.878787878787879
2017,Fall,PHIL,102,Logic and Reasoning,,"Lee, Seungil",2.9842857142857144
2011,Fall,MSE,453,Plastics Engineering,LCD,"Reifschneider, Louis",3.3443750000000003
2017,Spring,RLST,110,World Religions,,"Jones, Hannah Gene K",3.6174074074074074
2016,Fall,PHYS,213,Univ Physics: Thermal Physics,,"Gadway, Bryce",2.8496803652968032
2019,Spring,ECE,313,Probability with Engrg Applic,DIS,"Shanbhag, Naresh R",2.7358490566037736
2017,Fall,HIST,100,Global History,,"Williams, Beth A",3.7565384615384616
2015,Summer,SPAN,228,Spanish Composition,ONL,"Fernandez Cuenc, Sara A",3.333125
2021,Fall,ECE,469,Power Electronics Laboratory,LEC,"Banerjee, Arijit",3.7847058823529416
2015,Spring,TSM,363,Fluid Power Systems,LEC,"Grift, Tony E",3.757727272727273
2018,Fall,ECON,303,Inter Macroeconomic Theory,DIS,"Zhao, Rui",3.0364864864864862
2018,Fall,ARCH,171,Concepts & Theories Arch Dsgn,LEC,"Dearborn, Lynne M",3.2303623188405792
2011,Spring,PHIL,101,Introduction to Philosophy,LCD,"Garcia, Iker",3.2222222222222223
2015,Fall,SHS,430,Devel & Disorders Phonol Artic,LCD,"Proctor, F A",3.6978125
2020,Fall,ENGL,115,Intro to British Literature,ONL,"Brakke, Carson J",3.714642857142857
2011,Summer,ANTH,143,Biology of Human Behavior,DIS,"Clancy, Kathryn B",3.577307692307692
2018,Fall,ANSC,398,CC Humane Society Internship,Int,"Fischer-Brown, Amy E",3.904285714285714
2015,Spring,CI,467,Princ Tchg Lit to Child Youth,LCD,"MacGregor, Nancy A",3.7468
2013,Spring,FIN,411,Investment & Portfolio Mngt,LCD,"Ye, Mao",3.0282857142857145
2012,Fall,BADM,556,Electronic Commerce,LCD,"Nelson, Matthew L",3.8689473684210527
2012,Spring,PHYS,213,Univ Physics: Thermal Physics,LEC,"Hassani, Sadri D",2.9262962962962966
2017,Fall,TAM,211,Statics,,"Juarez, Gabriel",2.5815702479338842
2020,Fall,CS,440,Artificial Intelligence,ONL,"Fleck, Margaret M",3.555587301587301
2021,Fall,PSYC,100,Intro Psych,ONL,"Travis, Lisa L",3.1872
2013,Fall,ECE,205,Elec & Electronic Circuits,LEC,"Roppo, Mike",3.4310344827586206
2018,Spring,HIST,311,Global History of Intelligence,,"Brennan, James R",3.0591176470588235
2010,Spring,BIOC,446,Physical Biochemistry,LEC,"Gennis, Robert B",3.3207547169811322
2015,Fall,CMN,260,Intro to Health Communication,LCD,"Reynolds-Tylus, Tobias J",3.3917241379310346
2021,Spring,ECE,439,Wireless Networks,OLC,"Al-Hassanieh, Haitham",3.5841666666666665
2016,Spring,PS,224,Politics of the National Parks,ONL,"Neville, Audrey C",3.4451515151515153
2012,Spring,CS,373,Theory of Computation,LEC,"Cunningham, Ryan M",3.2051282051282053
2018,Fall,MATH,213,Basic Discrete Mathematics,LCD,"Ivanov, Sergei V",2.9310344827586206
2021,Fall,IB,204,Genetics,OLC,"Marshall-Colon, Amy",3.0237190082644627
2018,Fall,GEOG,473,Digital Cartography & Map Dsgn,LCD,"Kashem, Md Shakil B",3.4749999999999996
2018,Fall,GER,103,Intermediate German I,LCD,"Henke, Anna E",3.138333333333333
2016,Fall,FSHN,519,Flavor Chemistry and Analysis,,"Cadwallader, Keith R",3.9832500000000004
2011,Spring,AFRO,103,Black Women in the Diaspora,LCD,"Flynn, Karen",2.426382978723404
2017,Fall,MATH,124,Finite Mathematics,,"Song, Yang",3.2404
2011,Spring,ACCY,202,Accounting and Accountancy II,DIS,"Sothikhoun, Alain R",3.1276923076923078
2014,Spring,MCB,253,Exp Techniqs in Cellular Biol,LAB,"Good, Elizabeth A",3.492608695652174
2012,Fall,LING,401,Intro to General Phonetics,LCD,"Shosted, Ryan K",3.347826086956522
2014,Spring,BADM,449,Business Policy and Strategy,LCD,"Drnevich, Paul L",3.15825
2016,Fall,MACS,317,Media History,,"Hay, James W",3.0144
2019,Spring,SOC,101,Sociology of Gender,ONL,"Krueger, Julie C",2.8842499999999998
2010,Fall,THEA,218,Intro to Social Issues Theatre,LBD,"Bright, Latrelle S",3.555925925925926
2014,Summer,BADM,551,Managing Intellectual Property,LCD,"Bradley, Joe A",3.760769230769231
2020,Spring,ANSC,207,Companion Animal Biology &Care,ONL,"Frey, Katherine L",3.3751515151515155
2010,Spring,ARTS,451,Advanced Studio II,LAB,"Van Laar, Timothy J",3.650952380952381
2015,Fall,LAS,101,Freshman Seminar,DIS,"Hoffman, Ruth A",3.292083333333333
2014,Fall,ACCY,502,Accounting Analysis II,LCD,"Schwartz, Rachel",3.7158823529411764
2017,Fall,SPED,431,Assistive Tech & Phys Disab,,"Burke, Meghan M",3.9541379310344826
2012,Summer,MATH,241,Calculus III,LCD,"Bankovic, Anja",2.7496875
2021,Spring,CI,404,Tchg and Assessing Sec Sch Stu,ONL,"Moermond, Veronica A",3.9072000000000005
2021,Spring,LAST,210,Life in the Andes,ONL,"Molina-Vital, Carlos R",3.63875
2014,Fall,THEA,101,Introduction to Theatre Arts,ONL,"Morrissette, Jason W",3.696666666666667
2010,Spring,PSYC,238,Abnormal Psych,LEC,"Manjrekar, Eishita",3.285625
2011,Spring,EPSY,581,Applied Regression Analysis,LCD,"Zhang, Jinming",3.334516129032258
2011,Fall,MACS,320,Popular Culture,DIS,"Shen, Hong",3.461935483870968
2021,Spring,PSYC,302,Applied Neuroscience,OD,"Rhodes, Justin S",3.3302830188679247
2011,Summer,PHYS,100,Thinking About Physics,LEC,"Gladding, Gary E",3.15242774566474
2014,Summer,CHEM,102,General Chemistry I,LEC,"Overcash, John W",2.4515189873417724
2015,Fall,CHEM,103,General Chemistry Lab I,LAB,"Wang, Andrew",3.506
2010,Spring,KIN,140,Social Sci of Human Movement,LEC,"Hillman, Charles H",3.1302684563758385
2019,Fall,ACCY,302,Decision Making for Atg,LCD,"Curtis, Susan M",3.334
2011,Summer,PHYS,214,Univ Physics: Quantum Physics,LEC,"Budakian, Raffi",2.5721985815602832
2020,Fall,REL,104,Asian Mythology,OD,"Rives, Turner H",3.2140000000000004
2011,Fall,ENGL,109,Intro to Fiction-ACP,LCD,"Ha, In Hye",3.5242857142857145
2014,Spring,ACE,161,Microcomputer Applications,LBD,"Lo, Alexander C",3.6
2016,Spring,CEE,461,Reinforced Concrete I,LCD,"Abrams, Daniel P",3.1055056179775287
2011,Spring,HIST,141,Western Civ to 1660,DIS,"Crowston, Clare H",2.9875000000000003
2010,Fall,ECON,102,Microeconomic Principles,Q,"Sen, Monalisa",3.051282051282051
2011,Fall,ACE,251,The World Food Economy,LEC,"Baylis, Katherine R",3.054538461538461
2014,Spring,BADM,325,Consumer Behavior,LCD,"Otnes, Cornelia C",3.462456140350877
2020,Spring,HIST,356,Modern Balkans thru Lit & Film,LCD,"Todorova, Maria N",3.602692307692308
2011,Summer,ECON,103,Macroeconomic Principles,Q,"Nivin Valdiviez, Rafael J",2.656470588235294
2017,Fall,FIN,511,Investments,,"Pollet, Joshua M",3.5319047619047614
2021,Fall,CI,210,Intro to Digital Learning Env,LEC,"Lindgren, Robb W",3.772105263157895
